what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1395785762482
activated,view,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1395785780784
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395785812905
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395785814098
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395785814497
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395785815384
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1395785816534
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395785817129
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395785833628
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395785843874
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395785847806
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1395785848321
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1395785860059
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395785863171
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395785865118
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395785865134
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395785877433
activated,view,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1395785888328
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1395785895632
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1395785899786
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1395785900750
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1395785913504
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395785914907
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395785919440
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395785919456
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395785933714
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395785933720
activated,view,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1395785942060
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395785943535
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1395785943548
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.selectAll",1395785944563
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1395785945386
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1395785949028
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1395785950835
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.selectAll",1395785951571
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1395785952170
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395785954110
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786085120
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1395786087778
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1395786092409
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1395786095102
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786096613
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786098535
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786098550
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786119706
activated,view,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1395786121509
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1395786128767
activated,view,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1395786141322
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1395786148220
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786148470
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786156194
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786156590
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786191657
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786192670
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786226546
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786226816
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786260324
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786261297
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786273683
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786275481
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786280844
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786284825
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786582267
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786582684
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786593976
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786594395
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786619324
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1395786623796
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1395786625520
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1395786627043
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1395786627075
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786628903
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786630352
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786630598
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786635268
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.selectAll",1395786635835
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1395786636112
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1395786637101
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786637671
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786638178
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1395786638762
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786639038
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786648241
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1395786649294
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1395786651322
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1395786651352
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786653147
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.findReplace",1395786653161
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786655676
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786655951
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786659928
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786661131
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.findReplace",1395786661148
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786663353
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786663655
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786664578
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786664943
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786666170
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786666423
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786668835
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786674663
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786676978
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1395786678440
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1395786680935
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786685878
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786687924
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786687940
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786762877
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786762884
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786770511
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1395786773629
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1395786787762
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1395786795588
executed,command,,,"AUTOGEN:::org.eclipse.cdt.debug.ui.CEditor.BreakpointRulerActions/org.eclipse.cdt.debug.ui.CEditor.RulerTobbleBreakpointAction",1395786800245
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786804549
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786805885
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786806412
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786813023
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1395786815548
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786819717
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786832244
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1395786832260
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1395786835135
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1395786835294
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1395786835638
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1395786835990
executed,command,,,"AUTOGEN:::org.eclipse.cdt.debug.ui.CEditor.BreakpointRulerActions/org.eclipse.cdt.debug.ui.CEditor.RulerTobbleBreakpointAction",1395786840303
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1395786845430
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1395786845582
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1395786845734
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1395786845959
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1395786848095
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1395786850878
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786851039
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786852456
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1395786853186
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786855878
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786860073
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1395786860982
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786868258
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786895846
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1395786896132
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1395786899679
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1395786903484
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1395786904335
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786915040
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786949077
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395786949602
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395787032005
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1395787040694
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1395787040837
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1395787040997
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1395787041149
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1395787048004
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395787049124
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395787068040
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395787069675
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395787071178
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395787071194
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395787085818
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1395787086709
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1395787087345
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1395787092964
executed,command,,,"AUTOGEN:::org.eclipse.cdt.debug.ui.CEditor.BreakpointRulerActions/org.eclipse.cdt.debug.ui.CEditor.RulerTobbleBreakpointAction",1395787094510
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1395787098626
executed,command,,,"AUTOGEN:::org.eclipse.cdt.debug.ui.CEditor.BreakpointRulerActions/org.eclipse.cdt.debug.ui.CEditor.RulerTobbleBreakpointAction",1395787100798
